"ID","RatioMut","SD","TotalReads","SampleCount","Status","Date"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20211130"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20211130"
"Deletion: 2[27510]",0.832078349814407,0.40763744890769,107085,6,"Confirmed Fastq","20211130"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20211130"
"Deletion: 4[27694]",0,NA,1,2,"Possible Artifact","20211130"
"Deletion: 4[28913]",NA,NA,0,6,"Possible Artifact","20211130"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20211130"
"Deletion: 7[27548]",1,0,67878,3,"Confirmed Fastq","20211130"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20211130"
"Deletion: 7[516]",0.166666666666667,0.288675134594813,49724,4,"Unknown","20211130"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20211130"
"Insertion: 10387",0.505813953488372,NA,172,1,"Unknown","20211130"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20211130"
"Insertion: 138",1,0,40348,2,"Confirmed Fastq","20211130"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20211130"
"Insertion: 21102",1,NA,12,1,"Unknown","20211130"
"Insertion: 21570",1,0,322,2,"Unknown","20211130"
"Insertion: 21571",1,0,322,2,"Unknown","20211130"
"Insertion: 21572",1,0,322,2,"Unknown","20211130"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20211130"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20211130"
"Insertion: 26494",1,0,91,2,"Unknown","20211130"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20211130"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20211130"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20211130"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20211130"
"Insertion: 27792",1,NA,73,1,"Unknown","20211130"
"Insertion: 28215",0.428571428571429,NA,35,1,"Unknown","20211130"
"Insertion: 5188",0.963414634146341,0.0517395205746254,189,2,"Unknown","20211130"
"Deletion: 1[10886]",0.571428571428571,0,112,2,"Unknown","20211206"
"Deletion: 1[20699]",0.5848816151318,0.00474281830563116,928,2,"Unknown","20211206"
"Deletion: 1[22084]",0.0832852039069168,0.0639548670343779,966,2,"Unknown","20211206"
"Deletion: 1[25798]",0.307013564886815,0.100271211735132,787,2,"Unknown","20211206"
"Deletion: 1[29569]",0.902097902097902,NA,143,2,"Unknown","20211206"
"Deletion: 1[29680]",0.290629392171586,0.0983215921317169,659,2,"Unknown","20211206"
"Deletion: 1[7058]",0.25,0,936,2,"Unknown","20211206"
"Deletion: 10[27619]",0.75,0.5,34319,4,"Confirmed Fastq","20211206"
"Deletion: 11[27630]",NA,NA,0,2,"Possible Artifact","20211206"
"Deletion: 13[510]",0.388251874956513,0.416472406093017,42256,12,"Unknown","20211206"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20211206"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20211206"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20211206"
"Deletion: 4[27694]",0.5,0.707106781186548,438,3,"Unknown","20211206"
"Deletion: 4[28913]",NA,NA,0,6,"Possible Artifact","20211206"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20211206"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20211206"
"Deletion: 7[516]",0.166666666666667,0.288675134594813,49724,4,"Unknown","20211206"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20211206"
"Insertion: 10387",0.505813953488372,NA,172,1,"Unknown","20211206"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20211206"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20211206"
"Insertion: 21102",1,NA,12,1,"Unknown","20211206"
"Insertion: 21570",1,0,322,2,"Unknown","20211206"
"Insertion: 21571",1,0,322,2,"Unknown","20211206"
"Insertion: 21572",1,0,322,2,"Unknown","20211206"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20211206"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20211206"
"Insertion: 26494",1,0,91,2,"Unknown","20211206"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20211206"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20211206"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20211206"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20211206"
"Insertion: 27792",1,NA,73,1,"Unknown","20211206"
"Insertion: 28215",0.428571428571429,NA,35,1,"Unknown","20211206"
"Insertion: 5188",0.963414634146341,0.0517395205746254,189,2,"Unknown","20211206"
"Deletion: 1[10886]",0.571428571428571,0,112,2,"Unknown","20211215"
"Deletion: 1[20699]",0.5848816151318,0.00474281830563116,928,2,"Unknown","20211215"
"Deletion: 1[22084]",0.0832852039069168,0.0639548670343779,966,2,"Unknown","20211215"
"Deletion: 1[25798]",0.307013564886815,0.100271211735132,787,2,"Unknown","20211215"
"Deletion: 1[29569]",0.902097902097902,NA,143,2,"Unknown","20211215"
"Deletion: 1[29680]",0.290629392171586,0.0983215921317169,659,2,"Unknown","20211215"
"Deletion: 1[7058]",0.25,0,936,2,"Unknown","20211215"
"Deletion: 11[27569]",NA,NA,0,2,"Possible Artifact","20211215"
"Deletion: 11[27630]",NA,NA,0,2,"Possible Artifact","20211215"
"Deletion: 13[510]",0.362908454446711,0.392842598425687,44478,19,"Unknown","20211215"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20211215"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20211215"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20211215"
"Deletion: 23[6659]",NA,NA,0,4,"Possible Artifact","20211215"
"Deletion: 26[27265]",1,0,5287,2,"Confirmed Fastq","20211215"
"Deletion: 4[27694]",0.5,0.707106781186548,438,3,"Unknown","20211215"
"Deletion: 4[28913]",NA,NA,0,6,"Possible Artifact","20211215"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20211215"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20211215"
"Deletion: 7[516]",0.125,0.25,50794,5,"Unknown","20211215"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20211215"
"Insertion: 10387",0.505813953488372,NA,172,1,"Unknown","20211215"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20211215"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20211215"
"Insertion: 21102",1,NA,12,1,"Unknown","20211215"
"Insertion: 21570",1,0,322,2,"Unknown","20211215"
"Insertion: 21571",1,0,322,2,"Unknown","20211215"
"Insertion: 21572",1,0,322,2,"Unknown","20211215"
"Insertion: 22010",1,0,2009,2,"Confirmed Fastq","20211215"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20211215"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20211215"
"Insertion: 26494",1,0,91,2,"Unknown","20211215"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20211215"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20211215"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20211215"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20211215"
"Insertion: 27792",1,NA,73,1,"Unknown","20211215"
"Insertion: 28215",0.428571428571429,NA,35,1,"Unknown","20211215"
"Insertion: 5188",0.88308639161158,0.143862325300325,1259,3,"Confirmed Fastq","20211215"
"Deletion: 1[10886]",0.571428571428571,0,112,2,"Unknown","20211222"
"Deletion: 1[20699]",0.5848816151318,0.00474281830563116,928,2,"Unknown","20211222"
"Deletion: 1[22084]",0.0832852039069168,0.0639548670343779,966,2,"Unknown","20211222"
"Deletion: 1[25798]",0.307013564886815,0.100271211735132,787,2,"Unknown","20211222"
"Deletion: 1[29569]",0.902097902097902,NA,143,2,"Unknown","20211222"
"Deletion: 1[29680]",0.290629392171586,0.0983215921317169,659,2,"Unknown","20211222"
"Deletion: 1[7058]",0.25,0,936,2,"Unknown","20211222"
"Deletion: 11[27569]",NA,NA,0,2,"Possible Artifact","20211222"
"Deletion: 11[27630]",NA,NA,0,2,"Possible Artifact","20211222"
"Deletion: 13[510]",0.362908454446711,0.392842598425687,44478,21,"Unknown","20211222"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20211222"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20211222"
"Deletion: 2[27720]",0.803302523626545,0.278172238771902,20627,2,"Confirmed Fastq","20211222"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20211222"
"Deletion: 23[6659]",0,NA,77,7,"Unknown","20211222"
"Deletion: 26[6655]",NA,NA,0,3,"Possible Artifact","20211222"
"Deletion: 4[27694]",0.5,0.707106781186548,438,3,"Unknown","20211222"
"Deletion: 4[28913]",NA,NA,0,7,"Possible Artifact","20211222"
"Deletion: 5[22738]",0.5,0.707106781186548,4178,2,"Unknown","20211222"
"Deletion: 5[28245]",1,0,520,2,"Confirmed Fastq","20211222"
"Deletion: 7[27571]",0.333333333333333,0.577350269189626,3635,6,"Unknown","20211222"
"Deletion: 7[516]",0.125,0.25,50794,6,"Unknown","20211222"
"Deletion: 8[26160]",1,0,49103,3,"Confirmed Fastq","20211222"
"Deletion: 8[27644]",NA,NA,0,3,"Possible Artifact","20211222"
"Insertion: 10387",0.529556722937079,0.0335773465626595,369,2,"Unknown","20211222"
"Insertion: 12967",0.649350649350649,0,462,2,"Unknown","20211222"
"Insertion: 1947",0.763783684524629,0.3162714671579,296,2,"Unknown","20211222"
"Insertion: 21102",1,NA,12,1,"Unknown","20211222"
"Insertion: 21570",1,0,322,2,"Unknown","20211222"
"Insertion: 21571",1,0,322,2,"Unknown","20211222"
"Insertion: 21572",1,0,322,2,"Unknown","20211222"
"Insertion: 22219",0.312912346842601,0,2122,2,"Unknown","20211222"
"Insertion: 23826",0.479024943310658,0.284606470885742,1776,2,"Unknown","20211222"
"Insertion: 26494",1,0,91,2,"Unknown","20211222"
"Insertion: 27512",NA,NA,0,3,"Possible Artifact","20211222"
"Insertion: 27692",0.666666666666667,0.577350269189626,9354,3,"Unknown","20211222"
"Insertion: 27693",0.666666666666667,0.577350269189626,9358,3,"Unknown","20211222"
"Insertion: 27694",0.666666666666667,0.577350269189626,9373,3,"Unknown","20211222"
"Insertion: 27792",1,NA,73,1,"Unknown","20211222"
"Insertion: 27898",NA,NA,0,2,"Possible Artifact","20211222"
"Insertion: 28215",0.428571428571429,NA,35,1,"Unknown","20211222"
"Deletion: 1[10886]",0.571428571428571,0,112,2,"Unknown","20211227"
"Deletion: 1[20699]",0.5848816151318,0.00474281830563116,928,2,"Unknown","20211227"
"Deletion: 1[22084]",0.0832852039069168,0.0639548670343779,966,2,"Unknown","20211227"
"Deletion: 1[25798]",0.307013564886815,0.100271211735132,787,2,"Unknown","20211227"
"Deletion: 1[29569]",0.902097902097902,NA,143,2,"Unknown","20211227"
"Deletion: 1[29581]",0.677637491506105,0.279658716843561,18267,3,"Unknown","20211227"
"Deletion: 1[29680]",0.290629392171586,0.0983215921317169,659,2,"Unknown","20211227"
"Deletion: 1[7058]",0.25,0,936,2,"Unknown","20211227"
"Deletion: 10[27572]",1,0,35611,2,"Confirmed Fastq","20211227"
"Deletion: 11[27569]",NA,NA,0,4,"Possible Artifact","20211227"
"Deletion: 11[27630]",NA,NA,0,2,"Possible Artifact","20211227"
"Deletion: 13[510]",0.362908454446711,0.392842598425687,44478,22,"Unknown","20211227"
"Deletion: 14[508]",0.907181326300713,0.279103083771472,755820,29,"Confirmed Fastq","20211227"
"Deletion: 2[20485]",0.407407407407407,0.576161080966817,44,2,"Unknown","20211227"
"Deletion: 2[27231]",0.261482309526836,0.369666243375578,11567,2,"Unknown","20211227"
"Deletion: 20[25431]",0,0,52,18,"Possible Artifact","20211227"
